,0
2667,need
2668,um
2669,that's
2670,what
2671,takes
2672,a
2673,lot
2674,of
2675,the
2676,time
2677,is
2678,okay
2679,actually
2680,getting
2681,some
2682,of
2683,the
2684,source
2685,"data,"
2686,i
2687,think
2688,a
2689,lot
2690,of
2691,companies
2692,don't
2693,have
2694,"a,"
2695,i
2696,really
2697,flushed
2698,out
2699,inventory
2700,management
2701,plan
2702,for
2703,"example,"
2704,where
2705,they
2706,describe
2707,the
2708,exact
2709,methodology
2710,of
2711,their
2712,calculations
2713,and
2714,the
2715,exact
2716,methodology
2717,of
2718,how
2719,they
2720,collect
2721,their
2722,data
2723,in
2724,the
2725,few
2726,instances
2727,where
2728,i've
2729,worked
2730,with
2731,clients
2732,that
2733,do
2734,have
2735,that.
2736,it
2737,really
2738,helps
2739,the
2740,auditing
2741,process
2742,because
2743,we
2744,can
2745,"understand,"
2746,"okay,"
2747,this
2748,is
2749,where
2750,that
2751,data
2752,is
2753,coming
2754,from.
2755,this
2756,is
2757,"how,"
2758,if
2759,there's
2760,any
2761,qa
2762,qc
2763,"procedures,"
2764,this
2765,is
2766,what
2767,they
2768,are
2769,um
2770,and
2771,then
2772,this
2773,is
2774,how
2775,the
2776,calculation
2777,is
2778,done.
2779,these
2780,are
2781,the
2782,emission
2783,factors
2784,we
2785,use
2786,having
2787,something
2788,like
2789,a
2790,document
2791,like
2792,that
2793,that's
2794,laid
2795,out
2796,is
2797,really
2798,helpful
2799,um
2800,but
2801,it's
2802,not
2803,very
2804,common.
2805,"okay,"
2806,that's
2807,what
2808,we're
2809,working
2810,on.
2811,yeah.
2812,"yeah,"
2813,no
2814,that's
2815,definitely
2816,great.
2817,like
2818,understanding
2819,like
2820,this
2821,is
2822,the
2823,"methodology,"
2824,this
2825,is
2826,this
2827,is
2828,the
2829,process
2830,and
2831,procedures
2832,is
2833,like
2834,something
2835,that
2836,at
2837,the
2838,beginning
2839,of
2840,an
2841,audit
2842,is
2843,always
2844,super
2845,helpful
2846,to
2847,read
2848,through
2849,it
2850,because
2851,it
2852,just
2853,that
2854,would
2855,reduce
2856,the
2857,number
2858,of
2859,questions
2860,that
2861,i
2862,have
2863,for
2864,the
2865,client
2866,right
2867,the
2868,back
2869,and
2870,forth
2871,a
2872,lot
2873,of
2874,the
2875,times
2876,like
2877,looking
2878,at
2879,it
2880,from
2881,a
2882,third
2883,party
2884,"perspective,"
2885,you'll
2886,have
2887,questions
2888,that
2889,are
2890,really
2891,"not,"
2892,it's
2893,really
2894,not
2895,an
2896,"issue,"
2897,not
2898,a
2899,verification
2900,issue.
2901,it's
2902,really
2903,just
2904,something
2905,that
2906,needs
2907,to
2908,be
2909,explained.
2910,um
2911,and
2912,so
2913,it's
2914,a
2915,quick
2916,back
2917,and
2918,forth
2919,but
2920,having
2921,having
2922,that
2923,that
2924,methodology
2925,like
2926,laid
2927,out
2928,in
2929,front
2930,of
2931,you
2932,can
2933,reduce
2934,the
2935,number
2936,of
2937,back
2938,and
2939,forth.
2940,you
2941,need
2942,to
2943,have
2944,great.
2945,um
2946,so
2947,aside
2948,from
2949,auditing
2950,you
2951,also
2952,you
2953,"know,"
2954,back
2955,to
2956,the
2957,client
2958,work
2959,and
2960,the
2961,measurement
2962,and
2963,all
2964,of
2965,that.
2966,um
2967,is
2968,there
2969,any
2970,interest
2971,in
2972,having
2973,some
2974,sort
2975,of
2976,like
2977,science
2978,based
2979,targets
2980,package
2981,or
2982,i
2983,don't
2984,know
2985,like
2986,is
2987,there
2988,any
2989,specific
2990,things
2991,that
2992,you
2993,do
2994,for
2995,that
2996,initiative?
2997,yeah
2998,for
2999,science
3000,based
3001,targets
3002,that's
3003,usually
3004,that
3005,we
3006,go
3007,through
3008,that
3009,process
3010,quite
3011,a
3012,bit.
3013,it's
3014,a
3015,pretty
3016,common
3017,ask
3018,once
3019,once
3020,companies
3021,have
3022,been
3023,doing
3024,their
3025,inventory
3026,for
3027,a
3028,few
3029,"years,"
3030,they're
3031,looking
3032,to
3033,set
3034,targets.
3035,um
3036,and
3037,it's
3038,becoming
3039,less
3040,common
3041,for
3042,companies
3043,just
3044,but
3045,i
3046,think
3047,a
3048,few
3049,years
3050,ago
3051,companies
3052,would
3053,just
3054,pick
3055,up
3056,either
3057,pick
3058,an
3059,arbitrary
3060,number
3061,or
3062,pick
3063,something
3064,that
3065,they
3066,thought
3067,they
3068,could
3069,achieve
3070,and
3071,set
3072,that
3073,target.
3074,now
3075,there's
3076,a
3077,lot
3078,more
3079,interest
3080,in
3081,science
3082,space
3083,targets
3084,having
3085,that
3086,approved.
3087,so
3088,when
3089,we
3090,go
3091,through
3092,that
3093,process
3094,um
3095,often
3096,times
3097,it's
3098,kind
3099,of
3100,in
3101,combination
3102,with
3103,a
3104,with
3105,a
3106,scope
3107,three
3108,screening
3109,because
3110,they
3111,want
3112,to
3113,know
3114,if
3115,okay
3116,if
3117,their
3118,scope
3119,three
3120,emissions
3121,are
3122,greater
3123,than
3124,40%
3125,they
3126,have
3127,to
3128,set
3129,a
3130,scope
3131,three
3132,science
3133,based
3134,targets
3135,and
3136,sometimes
3137,the
3138,people
3139,interested
3140,haven't
3141,haven't
3142,completed
3143,their
3144,full
3145,scope
3146,three
3147,inventory
3148,yet.
3149,um
3150,so
3151,that's
3152,the
3153,first
3154,part
3155,is
3156,like
3157,"okay,"
3158,scope
3159,three
3160,screening
3161,determine
3162,if
3163,they
3164,need
3165,to
3166,set
3167,a
3168,scope
3169,three
3170,target.
3171,usually
3172,in
3173,almost
3174,all
3175,cases
3176,it's
3177,yes
3178,because
3179,scope
3180,three
3181,emissions
3182,are
3183,so
3184,much
3185,bigger
3186,than
3187,scope
3188,one
3189,and
3190,two.
3191,um
3192,but
3193,then
3194,it's
3195,really
3196,about
3197,they
3198,clients
3199,want
3200,to
3201,either
3202,either
3203,they'll
3204,commit
3205,immediately
3206,and
3207,then
3208,they'll
3209,say
3210,okay
3211,we
3212,have
3213,two
3214,years
3215,to
3216,figure
3217,it
3218,out
3219,or
3220,they
3221,really
3222,want
3223,to
3224,understand
3225,their
3226,target
3227,options
3228,before
3229,they
3230,even
3231,commit
3232,publicly
3233,to
3234,setting
3235,them.
3236,so
3237,what
3238,we'll
3239,do
3240,is
3241,take
3242,their
3243,emissions
3244,inventory
3245,and
3246,model
3247,out
3248,most
3249,commonly
3250,used.
3251,we'll
3252,use
3253,the
3254,s.b.t.i.
3255,tools
3256,to
3257,model
3258,out.
3259,okay
3260,these
3261,are
3262,your
3263,potential
3264,targets
3265,right?
3266,if
3267,you
3268,set
3269,a
3270,absolute
3271,emissions
3272,target
3273,it
3274,looks
3275,like
3276,this.
3277,if
3278,you
3279,set
3280,the
3281,intensity
3282,target
3283,it
3284,looks
3285,like
3286,this
3287,back
3288,when
3289,to
3290,under
3291,two
3292,degrees
3293,c.
3294,and
3295,1.5
3296,degrees
3297,c.
3298,targets
3299,were
3300,allowed.
3301,we
3302,would
3303,model
3304,at
3305,both
3306,those
3307,different
3308,pathways
3309,and
3310,show
3311,them
3312,the
3313,difference.
3314,now
3315,it
3316,has
3317,to
3318,be
3319,below
3320,1.5
3321,degrees
3322,c.
3323,so
3324,we'll
3325,model
3326,out
3327,both
3328,of
3329,those
3330,different
3331,pathways
3332,and
3333,then
3334,a
3335,lot
3336,of
3337,clients
3338,won't
3339,understand.
3340,okay
3341,so
3342,this
3343,is
3344,a
3345,hypothetical
3346,"target,"
3347,is
3348,it
3349,achievable
3350,for
3351,us?
3352,so
3353,well
3354,okay
3355,if
3356,you
3357,um
3358,if
3359,you
3360,purchased
3361,all
3362,this
3363,renewable
3364,energy
3365,where
3366,would
3367,that
3368,put
3369,you
3370,on
3371,in
3372,relation
3373,to
3374,your
3375,goal
3376,if
3377,you
3378,covered
3379,all
3380,your
3381,electricity
3382,with
3383,renewables
3384,for
3385,example.
3386,um
3387,so
3388,then
3389,it's
3390,more
3391,okay
3392,then
3393,they
3394,will
3395,publicly
3396,commit
3397,and
3398,then
3399,we'll
3400,go
3401,through
3402,the
3403,more
3404,formal
3405,target
3406,setting
3407,process
3408,which
3409,is
3410,a
3411,little
3412,more
3413,rigorous
3414,in
3415,terms
3416,of
3417,science
3418,based
3419,targets
3420,will
3421,come
3422,back
3423,and
3424,ask
3425,questions
3426,about.
3427,okay
3428,how
3429,did
3430,you
3431,do
3432,your
3433,inventory?
3434,did
3435,you
3436,account
3437,for
3438,this
3439,particular
3440,thing
3441,and
3442,scope
3443,three?
3444,so
3445,that's
3446,more
3447,of
3448,a
3449,back
3450,and
3451,forth
3452,with
3453,the
3454,science
3455,based
3456,targets
3457,group.
3458,um
3459,but
3460,yeah
3461,so
3462,that's
3463,kind
3464,of
3465,an
3466,overview
3467,of
3468,the
3469,process
3470,there?
3471,um
3472,and
3473,it
3474,is
3475,with
3476,the
3477,science
3478,based
3479,targets
3480,tools
3481,are
3482,are
3483,great
3484,to
3485,a
3486,degree.
3487,sometimes
3488,it's
3489,a
3490,little
3491,confusing
3492,that
3493,their
3494,their
3495,version
3496,numbers
3497,are
3498,they
3499,like
3500,they'll
3501,have
3502,multiple
3503,versions
3504,up
3505,that
3506,exist
3507,on
3508,the
3509,internet
3510,and
3511,if
3512,you're
3513,using
3514,like
3515,an
3516,outdated
3517,version
3518,you
3519,gotta
3520,be
3521,careful
3522,because
3523,it
3524,won't
3525,it
3526,won't
3527,give
3528,you
3529,the
3530,same
3531,math.
3532,um
3533,but
3534,we'll
3535,we'll
3536,check
3537,it
3538,internally
3539,with
3540,our
3541,with
3542,our
3543,with
3544,our
3545,own
3546,calculations
3547,because
3548,usually
3549,those
3550,percentage
3551,reductions
3552,are
3553,pretty
3554,straightforward
3555,and
3556,we
3557,can
3558,just
3559,say
3560,oh
3561,it's
3562,4.2%
3563,each
3564,year
3565,or
3566,something
3567,like
3568,that.
3569,occasionally
3570,clients
3571,will
3572,want
3573,to
3574,be
3575,more
3576,aggressive
3577,than
3578,the
3579,actual
3580,what
3581,the
3582,tool
3583,spits
3584,out
3585,as
3586,they're
3587,like
3588,minimum
3589,pathway
3590,for
3591,1.5
3592,degrees
3593,c.
3594,um
3595,so
3596,well
3597,we'll
3598,adjust
3599,that
3600,as
3601,well.
3602,yeah.
3603,um
3604,and
3605,what
3606,is
3607,like
3608,what
3609,is
3610,that
3611,conversation
3612,with
3613,um
3614,the
3615,client
3616,and
3617,them
3618,getting
3619,buy
3620,in
3621,from
3622,their
3623,organization
3624,or
3625,do
3626,you
3627,not?
3628,are
3629,you
3630,not
3631,as
3632,involved
3633,in
3634,that
3635,part?
3636,usually
3637,usually
3638,they
3639,come
3640,to
3641,us
3642,when
3643,they
3644,already
3645,have
3646,buying
3647,to
3648,set
3649,a
3650,target.
3651,however
3652,sometimes
3653,it's
3654,something
3655,that
3656,comes
3657,up.
3658,say
3659,we're
3660,doing
3661,an
3662,initial
3663,scope
3664,three
3665,or
3666,scope
3667,one
3668,and
3669,two
3670,inventory.
3671,maybe
3672,some
3673,scope
3674,three
3675,part
3676,of
3677,our
3678,recommendations.
3679,we
3680,always
3681,provide
3682,recommendations
3683,at
3684,the
3685,end
3686,of
3687,the
3688,project
3689,things
3690,to
3691,think
3692,"about,"
3693,oh
3694,this
3695,is
3696,this
3697,is
3698,where
3699,you
3700,could
3701,potentially
3702,look
3703,to
3704,look
3705,reduce
3706,your
3707,emissions.
3708,you
3709,should
3710,consider
3711,setting
3712,a
3713,target
3714,and
3715,usually
3716,our
3717,suggestion
3718,is
3719,to
3720,point
3721,them
3722,towards
3723,the
3724,science
3725,based
3726,targets
3727,as
3728,best
3729,practice.
3730,um
3731,occasionally
3732,they've
3733,they've
3734,looked
3735,at
3736,that
3737,and
3738,they
3739,say
3740,this
3741,makes
3742,sense
3743,for
3744,us
3745,but
3746,really
3747,um
3748,yeah
3749,if
3750,they
3751,trust
3752,our
3753,advice
3754,coming
3755,out
3756,of
3757,the
3758,initial
3759,inventory
3760,and
3761,we
3762,say
3763,we
3764,think
3765,science
3766,based
3767,targets
3768,are
3769,best
3770,practice.
3771,occasionally
3772,they'll
3773,say
3774,yes
3775,let's
3776,do
3777,it.
3778,sometimes
3779,it
3780,needs
3781,to
3782,come
3783,from
3784,higher
3785,up
3786,um
3787,to
3788,get
3789,by
3790,and
3791,maybe
3792,they're
3793,getting
3794,pressure
3795,um
3796,from
3797,investors
3798,or
3799,things
3800,like
3801,that
3802,to
3803,set
3804,rates
3805,or
3806,um
3807,or
3808,from
3809,or
3810,we're
3811,seeing
3812,slightly
3813,more
3814,and
3815,more
3816,supply
3817,chain
3818,connections
3819,right?
3820,for
3821,for
3822,maybe
3823,some
3824,of
3825,their
3826,"customers,"
3827,their
3828,biggest
3829,"customers,"
3830,their
3831,biggest
3832,suppliers
3833,want
3834,their
3835,value
3836,chain
3837,to
3838,have
3839,targets
3840,set.
3841,so
3842,that
3843,occasionally
3844,will
3845,be
3846,a
3847,motivator
3848,as
3849,well.
3850,yeah.
3851,and
3852,are
3853,the
3854,are
3855,the
3856,tools
3857,that
3858,you
3859,have
3860,to
3861,use
3862,per
3863,client?
3864,um
3865,you
3866,know
3867,like
3868,do
3869,they
3870,change
3871,at
3872,all?
3873,um
3874,what
3875,is
3876,the
3877,biggest
3878,challenge
3879,with
3880,science
3881,based
3882,targets?
3883,because
3884,often
3885,what
3886,i
3887,hear
3888,is
3889,that
3890,it's
3891,the
3892,same
3893,challenges
3894,as
3895,everything
3896,else?
3897,like
3898,it's
3899,the
3900,data
3901,really.
3902,but
3903,is
3904,there
3905,any
3906,specific
3907,um
3908,any
3909,specific
3910,tools
3911,that
3912,you
3913,use
3914,for
3915,this
3916,process?
3917,yeah.
3918,i
3919,think
3920,there's
3921,not
3922,"really,"
3923,not
3924,really
3925,any
3926,"tools,"
3927,i
3928,think
3929,the
3930,process
3931,is
3932,slightly
3933,different
3934,just
3935,depending
3936,on
3937,the
3938,"client,"
3939,depending
3940,what
3941,what
3942,scope
3943,three
3944,categories
3945,are
3946,material
3947,to
3948,them.
3949,scope
3950,one
3951,and
3952,2
3953,is
3954,usually
3955,pretty
3956,straight
3957,"forward,"
3958,no
3959,matter
3960,what
3961,it's
3962,like
3963,the
3964,sci
3965,fi
3966,target
3967,tool
3968,is
3969,gonna
3970,spit
3971,out
3972,a
3973,potential
3974,target
3975,that
3976,that
3977,meets
3978,their
3979,criteria
3980,that's
3981,below
3982,1.5°c
3983,pathway.
3984,thinking
3985,about
3986,the
3987,script
3988,targets
3989,are
3990,a
3991,little
3992,more
3993,if
3994,you're
3995,not
3996,looking
3997,into
3998,the
3999,net
4000,zero
4001,"guidance,"
4002,which
4003,some
4004,clients
4005,are
4006,looking
4007,at
4008,like
4009,long-term
4010,net
4011,zero
4012,targets
4013,for
4014,like
4015,2050
4016,or
4017,earlier.
4018,those
4019,have
4020,to
4021,they
4022,expand
4023,that
4024,boundary
4025,that
4026,you
4027,have
4028,to
4029,cover
4030,90%
4031,of
4032,your
4033,scope
4034,three
4035,emissions
4036,or
4037,95%.
4038,i
4039,can't
4040,remember
4041,off
4042,the
4043,top
4044,of
4045,my
4046,head.
4047,um
4048,but
4049,the
4050,scope
4051,three
4052,targets
4053,for
4054,like
4055,the
4056,near-term
4057,targets
4058,or
4059,the
4060,medium-term
4061,targets
4062,that
4063,are
4064,like
4065,10
4066,years
4067,"out,"
4068,they
4069,don't
4070,have
4071,to
4072,cover
4073,that
4074,much
4075,of
4076,your
4077,scope
4078,three
4079,emissions.
4080,so
4081,some
4082,some
4083,companies
4084,and
4085,you
4086,can
4087,see
4088,this
4089,on
4090,the
4091,science-based
4092,target
4093,website
4094,will
4095,set
4096,a
4097,sense
4098,we
4099,target
4100,only
4101,over
4102,a
4103,certain
4104,category
4105,of
4106,their
4107,scope
4108,three.
4109,so
4110,that's
4111,really
4112,where
4113,it
4114,gets
4115,more
4116,customized
4117,depending
4118,on
4119,the
4120,client
4121,is
4122,the
4123,scope
4124,three
4125,target
4126,and
4127,the
4128,potential
4129,for
4130,that
4131,um
4132,scope
4133,one
4134,and
4135,two
4136,is
4137,usually
4138,more
4139,straightforward.
4140,but
4141,"yeah,"
4142,i
4143,think
4144,if
4145,they
4146,have
4147,a
4148,scope
4149,on
4150,into
4151,inventory
4152,and
4153,it's
4154,completed
4155,that
4156,target
4157,setting
4158,process
4159,is
4160,fairly
4161,straightforward.
4162,it
4163,is
4164,when
4165,it
4166,gets
4167,comes
4168,to
4169,scope
4170,"three,"
4171,it's
4172,really
4173,determining
4174,some
4175,some
4176,clients
4177,are
4178,"like,"
4179,"okay,"
4180,are
4181,we
4182,above
4183,or
4184,below
4185,that
4186,40%
4187,threshold.
4188,that
4189,means
4190,we
4191,have
4192,to
4193,set
4194,a
4195,scope
4196,to
4197,target
4198,and
4199,then
4200,once
4201,they
4202,say
4203,they're
4204,above
4205,it.
4206,okay.
4207,which
4208,which
4209,combination
4210,of
4211,categories?
4212,i
4213,think
4214,it's
4215,about
4216,60%
4217,of
4218,the
4219,scripture
4220,emissions
4221,have
4222,to
4223,be
4224,included
4225,in
4226,the
4227,target.
4228,so
4229,which
4230,combination
4231,of
4232,categories
4233,do
4234,we
4235,need
4236,to
4237,set
4238,a
4239,target
4240,on?
4241,can
4242,we
4243,set
4244,a
4245,target
4246,just
4247,on
4248,11
4249,category.
4250,for
4251,example
4252,if
4253,they
4254,have
4255,one
4256,category
4257,that
4258,really
4259,dominates
4260,their
4261,um
4262,their
4263,scope
4264,three
4265,emissions.
4266,so
4267,that's
4268,where
4269,it
4270,gets
4271,a
4272,little
4273,more
4274,a
4275,little
4276,more
4277,difficult
4278,and
4279,a
4280,little
4281,more
4282,customized
4283,depending
4284,on
4285,the
4286,client.
4287,and
4288,there's
4289,not
4290,really
4291,a
4292,tool
4293,that
4294,we
4295,use.
4296,it's
4297,kind
4298,of
4299,just
4300,math
4301,um
4302,to
4303,determine.
4304,okay.
4305,does
4306,"they,"
4307,do
4308,they
4309,are
4310,they
4311,meeting
4312,the
4313,threshold
4314,if
4315,they
4316,include
4317,these
4318,categories?
4319,are
4320,they
4321,meeting
4322,the
4323,threshold
4324,if
4325,they're
4326,only
4327,setting
4328,a
4329,target
4330,"on,"
4331,you
4332,"know,"
4333,just
4334,13
4335,category?
4336,yeah.
4337,and
4338,within
4339,your
4340,own
4341,company
4342,and
4343,colleagues
4344,um
4345,is
4346,it
4347,do
4348,you
4349,guys
4350,often
4351,have
4352,the
4353,same
4354,client
4355,or
4356,is
4357,it
4358,an
4359,autonomous
4360,thing
4361,where
4362,like
4363,i'm
4364,working
4365,on
4366,this
4367,client
4368,or
4369,is
4370,it
4371,more
4372,of
4373,like
4374,usually
4375,it's
4376,a
4377,team
4378,um
4379,there'll
4380,be
4381,a
4382,team
4383,of
4384,associates
4385,and
4386,a
4387,couple
4388,analysts
4389,on
4390,each
4391,client
4392,engagement.
4393,um
4394,but
4395,these
4396,are
4397,you
4398,the
4399,science
4400,based
4401,target
4402,process
4403,is
4404,usually
4405,part
4406,of
4407,a
4408,bigger
4409,scope
4410,of
4411,work
4412,that
4413,we
4414,have
4415,for
4416,a
4417,"client,"
4418,usually
4419,there's
4420,other
4421,things
4422,happening
4423,in
4424,parallel
4425,at
4426,the
4427,same
4428,time
4429,but
4430,that
4431,maybe
4432,other
4433,members
4434,of
4435,my
4436,company
4437,are
4438,working
4439,on.
4440,um
4441,"yeah,"
4442,so
4443,it's
4444,it's
4445,really
4446,not
4447,like
4448,one
4449,person
4450,going
4451,off
4452,and
4453,setting
4454,a
4455,target
4456,for
4457,someone
4458,is
4459,really
4460,a
4461,team
4462,thing.
4463,yeah.
4464,how
4465,do
4466,you
4467,guys
4468,collaborate?
4469,like
4470,and
4471,how
4472,"yeah,"
4473,i
4474,mean
4475,i
4476,think
4477,it's
4478,it's
4479,mostly
4480,about
4481,i
4482,mean
4483,it's
4484,just
4485,about
4486,communicating
4487,with
4488,each
4489,other
4490,and
4491,like
4492,i
4493,said
4494,okay
4495,you
4496,can
4497,use
4498,the
4499,science
4500,based
4501,targets
4502,tool
4503,tool
4504,to
4505,model
4506,out
4507,their
4508,potential
4509,scope
4510,one
4511,and
4512,two
4513,targets
4514,and
4515,you
4516,can
4517,use
4518,it
4519,to
4520,model
4521,their
4522,potential
4523,school
4524,three
4525,and
4526,then
4527,we
4528,kind
4529,of
4530,we
4531,usually
4532,bring
4533,them
4534,together
4535,in
4536,some
4537,form
4538,of
4539,presentation
4540,slides
4541,to
4542,show
4543,them
4544,okay
4545,these
4546,are
4547,your
4548,target
4549,options
4550,and
4551,will
4552,work
4553,collaboratively
4554,collaboratively
4555,in
4556,those
4557,slides
4558,usually
4559,power
4560,point.
4561,um
4562,i
4563,don't
4564,think
4565,there's
4566,any
4567,good
4568,i
4569,mean
4570,excel
4571,obviously
4572,we're
4573,using
4574,to
4575,do
4576,"something,"
4577,do
4578,the
4579,calculations
4580,um
4581,and
4582,then
4583,we'll
4584,maybe
4585,we'll
4586,write
4587,up
4588,a
4589,report
4590,and
4591,say
4592,okay
4593,these
4594,are
4595,your
4596,missions
4597,these
4598,your
4599,target
4600,"options,"
4601,that
4602,kind
4603,of
4604,thing.
4605,yeah.
4606,cool.
4607,so
4608,overall
4609,in
4610,like
4611,your
4612,work
4613,and
4614,your
4615,company
4616,um
4617,what
4618,are
4619,some
4620,of
4621,the
4622,bigger
4623,challenges
4624,that
4625,you
4626,face
4627,that
4628,you
4629,know
4630,that
4631,we
4632,could
4633,be
4634,helpful
4635,in
4636,with
4637,like
4638,software
4639,tools?
4640,so
4641,we
4642,have
4643,larger
4644,men
4645,were
4646,working
4647,on
4648,a
4649,lot
4650,of
4651,things
4652,and
4653,we're
4654,trying
4655,to
4656,work
4657,more
4658,specifically
4659,with
4660,um
4661,creating
4662,tools
4663,for
4664,consultants.
4665,um
4666,so
4667,what
4668,what
4669,do
4670,you
4671,see
4672,out
4673,there
4674,in
4675,the
4676,world
4677,challenges
4678,like
4679,not
4680,specific
4681,features
4682,that
4683,you
4684,need
4685,but
4686,just
4687,like
4688,i
4689,think
4690,the
4691,biggest
4692,challenge.
4693,and
4694,this
4695,is
4696,something
4697,we
4698,talked
4699,we
4700,just
4701,we
4702,touched
4703,on
4704,briefly
4705,is
4706,that
4707,data
4708,collection
4709,side
4710,of
4711,things
4712,for
4713,the
4714,client
4715,to
4716,to
4717,really
4718,if
4719,if
4720,a
4721,client
4722,doesn't
4723,have
4724,a
4725,centralized
4726,system
4727,where
4728,they're
4729,tracking
4730,all
4731,of
4732,these
4733,different
4734,information
4735,that
4736,we
4737,need?
4738,it's
4739,hard
4740,to
4741,build
4742,that
4743,uh
4744,for
4745,"each,"
4746,each
4747,individual
4748,client
4749,because
4750,every
4751,client
4752,system
4753,systems
4754,are
4755,kind
4756,of
4757,different.
4758,um
4759,i
4760,know
4761,there's
4762,progress
4763,made
4764,on
4765,this
4766,with
4767,the
4768,ability
4769,to
4770,connect
4771,to
4772,some
4773,systems
4774,with
4775,a
4776,p.i.s
4777,or
4778,other
4779,other
4780,things
4781,like
4782,that.
4783,i
4784,think
4785,just
4786,it's
4787,almost
4788,more
4789,like
4790,okay
4791,in
4792,educating
4793,educating
4794,the
4795,clients
4796,"that,"
4797,so
4798,this
4799,is
4800,to
4801,make
4802,them
4803,understand
4804,that
4805,this
4806,is
4807,information
4808,that
4809,needs
4810,to
4811,be
4812,tracked
4813,year
4814,over
4815,year
4816,or
4817,even
4818,like
4819,month
4820,to
4821,month
4822,and
4823,have
4824,that
4825,all
4826,in
4827,one
4828,central
4829,location.
4830,i
4831,think
4832,that's
4833,the
4834,biggest
4835,challenge
4836,that
4837,we
4838,deal
4839,with
4840,is
4841,really
4842,they
4843,sometimes
4844,they'll
4845,they'll
4846,"do,"
4847,they'll
4848,do
4849,an
4850,"inventory,"
4851,they'll
4852,get
4853,us
4854,all
4855,the
4856,data
4857,for
4858,one
4859,year
4860,and
4861,then
4862,they'll
4863,they'll
4864,maybe
4865,forget
4866,about
4867,it
4868,for
4869,a
4870,whole
4871,another
4872,year
4873,until
4874,they're
4875,ready
4876,to
4877,do
4878,it
4879,again.
4880,and
4881,that's
4882,really
4883,not
4884,the
4885,most
4886,efficient
4887,way
4888,to
4889,collect
4890,this
4891,data.
4892,it
4893,really
4894,should
4895,be
4896,an
4897,ongoing
4898,process.
4899,um
4900,that's
4901,the
4902,biggest
4903,challenge.
4904,i
4905,think
4906,another
4907,one
4908,is
4909,potentially
4910,the
4911,boundary
4912,setting.
4913,um
4914,"discussions,"
4915,clients
4916,really
4917,don't
4918,understand
4919,the
4920,difference
4921,between
4922,the
4923,different
4924,control
4925,approaches
4926,that
4927,the
4928,gsc
4929,protocol
4930,uses.
4931,so
4932,like
4933,operational
4934,control
4935,financial
4936,control
4937,equity
4938,share
4939,approach.
4940,they're
4941,also
4942,really
4943,concerned
4944,about
4945,the
4946,sec
4947,has
4948,proposed
4949,climate
4950,rule
4951,and
4952,what
4953,that
4954,means
4955,for
4956,setting
4957,their
4958,boundaries.
4959,i
4960,think
4961,in
4962,the
4963,climate
4964,rule
4965,it
4966,might
4967,"have,"
4968,we'll
4969,see
4970,when
4971,it
4972,finally
4973,comes
4974,when
4975,the
4976,final
4977,version
4978,comes
4979,"out,"
4980,but
4981,are
4982,they
4983,going
4984,to
4985,need
4986,to
4987,align
4988,their
4989,greenhouse
4990,gas
4991,emission
4992,boundaries
4993,with
4994,their
4995,financial
4996,reporting
4997,boundaries
4998,like
4999,they
5000,have
5001,in
5002,their
5003,in
5004,their
5005,10-k.s.
5006,um
5007,so
5008,that's
5009,that's
5010,another
5011,one.
5012,so
5013,data
5014,collection
5015,and
5016,the
5017,boundary
5018,setting.
5019,our
5020,two
5021,big
5022,ones
5023,i
5024,think.
5025,do
5026,you
5027,provide
5028,any
5029,sort
5030,of
5031,templates
5032,or
5033,any
5034,spreadsheets
5035,that
5036,they
5037,can
5038,get
5039,started
5040,on?
5041,like
5042,when?
5043,"yeah,"
5044,we
5045,usually
5046,we'll
5047,send
5048,them
5049,a
5050,data
5051,collection
5052,spreadsheet
5053,after
5054,we
5055,if
5056,we
5057,if
5058,we
5059,know
5060,okay
5061,there's
5062,this
5063,many
5064,locations
5065,and
5066,they
5067,all
5068,"use,"
5069,we
5070,won't
5071,understand.
5072,"okay,"
5073,do
5074,they
5075,use
5076,electricity?
5077,do
5078,they
5079,use
5080,natural
5081,gas
5082,will
5083,send
5084,kind
5085,of
5086,a
5087,either
5088,a
5089,excel
5090,template
5091,or
5092,that
5093,they
5094,can
5095,fill
5096,out
5097,and
5098,then
5099,return
5100,to
5101,us.
5102,which
5103,is
5104,great
5105,when
5106,they
5107,do
5108,a
5109,lot
5110,of
5111,times
5112,they
5113,don't
5114,do
5115,"that,"
5116,they
5117,just
5118,send
5119,back
5120,the
5121,bills
5122,and
5123,they
5124,make
5125,us
5126,pull
5127,out
5128,the
5129,information.
5130,um
5131,or
5132,we've
5133,been
5134,starting
5135,to
5136,move
5137,to
5138,like
5139,surveys
5140,where
5141,we
5142,"say,"
5143,"okay,"
5144,if
5145,we
5146,have
5147,a
5148,"contact,"
5149,we'll
5150,build
5151,a
5152,survey
5153,for
5154,them
5155,to
5156,input
5157,the
5158,information
5159,into
5160,a
5161,survey.
5162,and
5163,then
5164,we
5165,that's
5166,if
5167,everyone
5168,fills
5169,out
5170,the
5171,"survey,"
5172,it's
5173,a
5174,little
5175,more
5176,straightforward
5177,because
5178,then
5179,we
5180,can
5181,export
5182,survey
5183,um
5184,data
5185,and
5186,it's
5187,easier
5188,to
5189,work
5190,with.
5191,but
5192,"yeah,"
5193,it's
5194,still
5195,it's
5196,still
5197,about
5198,kind
5199,of
5200,it's
5201,still
5202,a
5203,fairly
5204,manual
5205,process
5206,like
